Sheet,ID,Species,Location,latitude,longitude,biomass,size,source,Institution
JNCC80s-2015,,Alaria esculenta,,52.7882,-9.490668,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,52.84978,-9.452699,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,51.93595,-10.33472,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,51.93595,-10.33472,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.31554,-9.357742,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.2302,-9.091145,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.2302,-9.091145,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.28168,-9.060256,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.2943,-8.946913,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.12764,-8.298605,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.27059,-8.740661,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.15207,-8.214083,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.15207,-8.214083,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.31415,-7.377086,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.31415,-7.377086,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,51.79828,-9.919926,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,51.72552,-10.26538,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,51.72552,-10.26538,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,53.97186,-10.12318,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,53.97204,-10.27564,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,53.976,-10.24658,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,52.65273,-9.730919,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.66063,-8.840094,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,52.30599,-10.0609,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,52.30599,-10.0609,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,52.11942,-10.3297,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,52.11942,-10.3297,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,52.12234,-6.933485,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,51.54359,-8.95512,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.32781,-9.63626,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.37878,-5.459562,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.24216,-6.512449,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.22232,-6.645598,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.2873,-5.560049,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.2518,-5.606877,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.2268,-5.656038,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.30563,-5.52722,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.24199,-6.356135,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.24982,-6.354635,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.24449,-6.352469,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.92954,-5.740204,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.30832,-6.220486,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29049,-6.256481,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.30598,-6.273646,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29515,-6.225319,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29948,-6.282312,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.80906,-5.689874,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.90155,-5.843691,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.84839,-5.716372,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.04002,-5.965012,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.36529,-5.542552,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.34262,-5.529887,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.10035,-6.034672,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.32579,-5.524054,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.19867,-6.06767,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.17401,-6.045005,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.17117,-6.03734,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.20417,-6.087501,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.224,-6.135162,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.21933,-6.267312,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.22499,-6.618102,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.24999,-6.489452,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.22099,-6.590272,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.23299,-6.531279,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.19666,-6.695258,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.23332,-6.533612,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.19049,-6.723421,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.69224,-5.525225,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.28132,-6.175991,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29032,-6.277146,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29365,-6.287811,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.31082,-6.256315,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.31082,-6.256315,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.2323,-5.759026,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.31198,-6.255982,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.35345,-5.535219,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.37295,-5.553551,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.9515,-5.744053,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.34198,-5.513442,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.06086,-6.047308,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.0629,-6.042562,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.21067,-6.116664,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.97566,-5.961832,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.189,-6.711502,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.1785,-6.723167,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.19566,-6.69334,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.22917,-6.291163,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.7459,-5.70987,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.23817,-6.513338,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.238,-6.432829,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.52833,-5.466329,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.48583,-5.542672,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.2865,-6.188662,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29199,-6.192645,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.262,-6.186835,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.97334,-5.959836,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.62867,-5.530336,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.98017,-5.966498,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.08784,-6.049495,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.24517,-5.635997,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.66783,-5.70567,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.72533,-5.748335,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.85083,-5.78917,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.68034,-5.625005,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.93017,-5.737494,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.24517,-5.635997,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.853,-5.796995,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29019,-6.236932,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.2865,-6.188662,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.262,-6.186835,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.62867,-5.530336,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.23833,-6.518174,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.09883,-5.90217,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.1785,-6.723167,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.238,-6.432829,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.21218,-6.111755,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.2115,-6.657493,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.189,-6.711502,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.21966,-6.548832,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.15633,-7.126832,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.19633,-6.692663,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.31246,-5.523689,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.21166,-6.658897,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29053,-6.194225,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.29181,-6.19436,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.33572,-5.534513,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.22502,-5.662429,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.24997,-5.605774,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.09917,-5.903441,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.22502,-5.662429,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.09917,-5.903441,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.24997,-5.605774,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.24997,-5.605774,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.09917,-5.903441,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.09917,-5.903441,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.09917,-5.903441,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.27452,-5.575176,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.27452,-5.575176,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.27452,-5.575176,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.27452,-5.575176,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.30778,-5.531728,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.49696,-5.64538,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.47872,-5.541497,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.36083,-5.533162,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.47478,-5.438353,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.65571,-5.540115,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.65571,-5.540115,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.67723,-5.582232,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.68,-5.631691,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.66797,-5.706804,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.66797,-5.706804,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.66797,-5.706804,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.77008,-5.69015,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.77008,-5.69015,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.80153,-5.689912,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.84256,-5.72182,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.84256,-5.72182,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.84256,-5.72182,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.84256,-5.72182,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.84879,-5.718354,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.84879,-5.718354,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.84879,-5.718354,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.8489,-5.724577,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.85186,-5.738426,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.86938,-5.812226,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.86938,-5.812226,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.8852,-5.842539,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.90552,-5.874197,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.94556,-5.903301,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.96666,-5.92875,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.98079,-5.967078,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.98079,-5.967078,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,54.98079,-5.967078,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55,-5.987987,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55,-5.987987,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55,-5.987987,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.02583,-5.974181,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.02583,-5.974181,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.04362,-5.963895,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.04362,-5.963895,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.05355,-5.966521,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.05553,-6.032155,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.05553,-6.032155,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.06755,-6.053482,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.08815,-6.049349,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.09258,-6.046,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.12295,-6.03511,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.12478,-6.036589,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.12478,-6.036589,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.1346,-6.03297,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
JNCC80s-2015,,Alaria esculenta,,55.1346,-6.03297,,,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=8016,DASSH
