Sheet,ID,Species,Location,latitude,longitude,biomass,size,source,Institution
SeasearchAJ,,Saccorhiza polyschides,"Brompton Road, Bangor, Co. Down",54.66817083,-5.68362249,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"Blackhead, south of Blackhead, Nr. Whitehead, Co. Antrim, N. Ireland",54.76583392,-5.689124114,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"Luke's Point, Seacliff Rd., Bangor, Co. Down, Northern Ireland",54.67097719,-5.656025179,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"S.S. Thrush, Ballygalley, Co. Antrim, Northern Ireland",54.96166835,-5.916672856,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"Glenarm Bay Zostera beds, Co. Antrim, Northern Ireland",54.96988274,-5.954852265,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"Snorkel dive. Devils's washtub, Ramore Head, Portrush, Co. Antrim",55.21148744,-6.659663316,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"Church Bay seagrass bed, Rathlin Island, Co. Antrim",55.28555449,-6.194045597,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"Church Bay maerl bed, Rathlin Island, Co. Antrim",55.29204707,-6.212857496,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"Cooraghy Bay, Rathlin Island, Co. Antrim",55.29161642,-6.265330356,,,Seasearch,Seasearch
SeasearchAJ,,Saccorhiza polyschides,"SS Empire Tana, Outer Lees, Strangford Lough, Co. Down",54.38930076,-5.573713509,,,Seasearch,Seasearch
